time,motor,pwm,direction,speed
0.1001899242401123,M1,-10,REV,-0.1345211457835937
0.200286865234375,M1,-10,REV,-0.22059523643681317
0.30037355422973633,M1,-10,REV,-0.18833229584018282
0.40044522285461426,M1,-10,REV,-0.10225287748573254
0.5005111694335938,M1,-10,REV,0.010764076272247571
0.6005785465240479,M1,-10,REV,0.032291767183738974
0.7006452083587646,M1,-10,REV,0.03767399766502285
0.8007113933563232,M1,-10,REV,0.0538202531283203
0.9007887840270996,M1,-10,REV,0.11300987642782151
1.000884771347046,M1,-10,REV,0.15603226359039205
1.1009955406188965,M1,-10,REV,0.17752773822012047
1.2010815143585205,M1,-10,REV,0.17757171935543517
1.3011579513549805,M1,-10,REV,0.1937330628871207
1.4012370109558105,M1,-10,REV,0.2152533178323055
1.5013065338134766,M1,-10,REV,0.1883646027607171
1.601379156112671,M1,-10,REV,0.2260305224961474
1.7014479637145996,M1,-10,REV,0.226039138947535
1.8015129566192627,M1,-10,REV,0.23142984548578052
1.9015789031982422,M1,-10,REV,0.23680967798944658
2.001647710800171,M1,-10,REV,0.2152753704262238
2.1017165184020996,M1,-10,REV,0.2152753704262238
2.20180082321167,M1,-10,REV,0.20986098593544802
2.301880121231079,M1,-10,REV,0.20987148490916568
2.4019477367401123,M1,-10,REV,0.2098959866002233
2.502014398574829,M1,-10,REV,0.20451598732440973
2.6020846366882324,M1,-10,REV,0.20989048572261865
2.7021570205688477,M1,-10,REV,0.18835921750426152
2.8022282123565674,M1,-10,REV,0.2206519975506156
2.9022998809814453,M1,-10,REV,0.22065094615342287
3.0023767948150635,M1,-10,REV,0.1722063464941034
3.1024606227874756,M1,-10,REV,0.22062413891001123
3.202547788619995,M1,-10,REV,0.24214036960789226
3.30263090133667,M1,-10,REV,0.19910125556526154
3.402703285217285,M1,-10,REV,0.21526767714772743
3.5027692317962646,M1,-10,REV,0.2152815254449514
3.6028409004211426,M1,-10,REV,0.18836056378950733
3.7029173374176025,M1,-10,REV,0.22602190670164082
3.8029887676239014,M1,-10,REV,0.19912449898727733
3.903059720993042,M1,-10,REV,0.23141606097262643
4.003137588500977,M1,-10,REV,0.21525588185527395
4.103226184844971,M1,-10,REV,0.13990132510076356
4.20331072807312,M1,-10,REV,0.1560501049821815
4.303391695022583,M1,-10,REV,0.16143691164195434
4.403478145599365,M1,-10,REV,0.16142806668987614
4.503559589385986,M1,-10,REV,0.15605493772796913
4.603632688522339,M1,-10,REV,0.1560679504545586
4.703702926635742,M1,-10,REV,0.17221783443907174
4.803768873214722,M1,-10,REV,0.18837133476433252
4.903834104537964,M1,-10,REV,0.1776085280100678
0.00010156631469726562,M2,10,FWD,0.0
0.10018348693847656,M2,10,FWD,0.005381179110659797
0.20026612281799316,M2,10,FWD,0.0
0.3003528118133545,M2,10,FWD,0.0
0.4004380702972412,M2,10,FWD,0.0
0.5005083084106445,M2,10,FWD,0.0
0.600579023361206,M2,10,FWD,0.0
0.7006564140319824,M2,10,FWD,0.0
0.8007378578186035,M2,10,FWD,0.0
0.9008145332336426,M2,10,FWD,0.0
1.0009076595306396,M2,10,FWD,0.0
1.1009924411773682,M2,10,FWD,0.16143075852921052
1.201075792312622,M2,10,FWD,0.26367400762281956
1.3011493682861328,M2,10,FWD,0.16683046245390892
1.401216745376587,M2,10,FWD,0.032291767183738974
1.5012812614440918,M2,10,FWD,0.03229269046294537
1.6013462543487549,M2,10,FWD,-0.03229253657941124
1.701413869857788,M2,10,FWD,-0.0430555869949176
1.8014812469482422,M2,10,FWD,-0.12378510753766604
1.9015495777130127,M2,10,FWD,-0.1184020179310305
2.001627206802368,M2,10,FWD,-0.15067947626703837
2.1017110347747803,M2,10,FWD,-0.18833767955732666
2.2017571926116943,M2,10,FWD,-0.19917479924868434
2.301848888397217,M2,10,FWD,-0.1883228750757684
2.4019179344177246,M2,10,FWD,-0.1722198860191065
2.5019853115081787,M2,10,FWD,-0.16145883591869484
2.6020548343658447,M2,10,FWD,-0.16683721958806372
2.7021241188049316,M2,10,FWD,-0.16683761708358952
2.8021905422210693,M2,10,FWD,-0.1614603746880414
2.902256488800049,M2,10,FWD,-0.15607910594758978
3.0023295879364014,M2,10,FWD,-0.145304643526658
3.1024069786071777,M2,10,FWD,-0.15606125792413447
3.202535390853882,M2,10,FWD,-0.16673909617124424
3.302619695663452,M2,10,FWD,-0.14528837487838708
3.402691125869751,M2,10,FWD,-0.1453070668285537
3.5027682781219482,M2,10,FWD,-0.14529875870140332
3.6028623580932617,M2,10,FWD,-0.1506547114629833
3.702958822250366,M2,10,FWD,-0.13989032853371144
3.8030483722686768,M2,10,FWD,-0.12375768531168307
3.9031436443328857,M2,10,FWD,-0.12375061058036926
4.003238916397095,M2,10,FWD,-0.118370149250788
4.1033337116241455,M2,10,FWD,-0.11837071314909517
4.203426122665405,M2,10,FWD,-0.10761230247383893
4.303509950637817,M2,10,FWD,-0.10762153117561522
4.403590202331543,M2,10,FWD,-0.11300664578197005
4.503658771514893,M2,10,FWD,-0.12916552999860512
4.603724956512451,M2,10,FWD,-0.12378658219513668
4.703795433044434,M2,10,FWD,-0.11301768458461048
4.803860902786255,M2,10,FWD,-0.12378746700648414
4.90393590927124,M2,10,FWD,-0.13453877234976627
0.00010156631469726562,M2,-10,REV,0.0
0.10016536712646484,M2,-10,REV,-0.07535014967899176
0.20026469230651855,M2,-10,REV,-0.16678754755885186
0.3003571033477783,M2,-10,REV,-0.1506572234633745
0.40044546127319336,M2,-10,REV,-0.059189163151062436
0.5005283355712891,M2,-10,REV,0.0
0.6006159782409668,M2,-10,REV,-0.19909224426969618
0.7006981372833252,M2,-10,REV,0.03228699774876692
0.8007655143737793,M2,-10,REV,0.11840314634037623
0.9008374214172363,M2,-10,REV,0.16145152716481748
1.0009105205535889,M2,-10,REV,0.2529377128056639
1.1009862422943115,M2,-10,REV,0.2314050345443422
1.20107102394104,M2,-10,REV,0.27443228949965787
1.3011536598205566,M2,-10,REV,0.2798193139688489
1.4012243747711182,M2,-10,REV,0.27985264745870886
1.5012907981872559,M2,-10,REV,0.25295458701126483
1.6013598442077637,M2,-10,REV,0.23680234327627145
1.701430320739746,M2,-10,REV,0.23141716367325005
1.8014965057373047,M2,-10,REV,0.22604506313894526
1.901561975479126,M2,-10,REV,0.22604667888140584
2.0016369819641113,M2,-10,REV,0.2044989339716447
2.1017136573791504,M2,-10,REV,0.19373260134539394
2.201796054840088,M2,-10,REV,0.1937215250036491
2.301875591278076,M2,-10,REV,0.1883457557101936
2.4019429683685303,M2,-10,REV,0.17760471951056434
2.502009868621826,M2,-10,REV,0.17222357898634866
2.6020801067352295,M2,-10,REV,0.16683602711285073
2.702150344848633,M2,-10,REV,0.16683602711285073
2.8022162914276123,M2,-10,REV,0.17760725849208492
2.9022858142852783,M2,-10,REV,0.17221906538122705
3.0023581981658936,M2,-10,REV,0.15606906593210237
3.1024465560913086,M2,-10,REV,0.10223582726092602
3.2025344371795654,M2,-10,REV,0.1129980316293279
3.30261492729187,M2,-10,REV,0.11838763259695433
3.402682065963745,M2,-10,REV,0.11840342844607332
3.5027475357055664,M2,-10,REV,0.11840540322359354
3.6028130054473877,M2,-10,REV,0.12378746700648414
3.702877998352051,M2,-10,REV,0.13455223574754682
3.8029427528381348,M2,-10,REV,0.1453167608444774
3.903008460998535,M2,-10,REV,0.12916922302743955
4.0030763149261475,M2,-10,REV,0.13993032433901753
4.103184461593628,M2,-10,REV,0.12373469539195689
4.2032835483551025,M2,-10,REV,0.1022248694044102
4.303366184234619,M2,-10,REV,0.0968605317584477
4.403436183929443,M2,-10,REV,0.09687276267253218
4.503502368927002,M2,-10,REV,0.11302253156947263
4.603567838668823,M2,-10,REV,0.12378746700648414
4.703632831573486,M2,-10,REV,0.1184059674578412
4.803697347640991,M2,-10,REV,0.11840653169746636
4.903767824172974,M2,-10,REV,0.1291630680966977
0.00010251998901367188,M3,10,FWD,0.0
0.10018563270568848,M3,10,FWD,0.0
0.20027661323547363,M3,10,FWD,0.0
0.30037403106689453,M3,10,FWD,0.005380345989767758
0.4004504680633545,M3,10,FWD,-0.005381473969086686
0.5005173683166504,M3,10,FWD,0.0053819868433233956
0.6005825996398926,M3,10,FWD,0.0
0.7006464004516602,M3,10,FWD,-0.005382153548499411
0.8007183074951172,M3,10,FWD,0.005381717572160583
0.900794267654419,M3,10,FWD,-0.005381499610476989
1.0008695125579834,M3,10,FWD,0.0
1.1009445190429688,M3,10,FWD,0.00538155089399065
1.2010397911071777,M3,10,FWD,0.0
1.3011219501495361,M3,10,FWD,0.0
1.4012129306793213,M3,10,FWD,-0.0053806920240443475
1.5012803077697754,M3,10,FWD,0.005381961197289828
1.6013455390930176,M3,10,FWD,0.0
1.7014095783233643,M3,10,FWD,0.0
1.8014729022979736,M3,10,FWD,0.0
1.9015417098999023,M3,10,FWD,-0.005381884260655595
2.001622438430786,M3,10,FWD,0.005381243207569176
2.1016924381256104,M3,10,FWD,0.0
2.2017757892608643,M3,10,FWD,0.0
2.3018546104431152,M3,10,FWD,0.0
2.4019203186035156,M3,10,FWD,-0.005382050959476647
2.501993179321289,M3,10,FWD,0.005381666285470166
2.6020655632019043,M3,10,FWD,-0.005381691928693186
2.702131509780884,M3,10,FWD,0.0
2.8022029399871826,M3,10,FWD,0.00538174321587236
2.90228009223938,M3,10,FWD,0.0
3.0023562908172607,M3,10,FWD,0.0
3.102435827255249,M3,10,FWD,-0.005381307306005531
3.2025187015533447,M3,10,FWD,0.0
3.302595376968384,M3,10,FWD,0.005381461148483166
3.402662754058838,M3,10,FWD,-0.005381961197289828
3.502728223800659,M3,10,FWD,0.0053820637828906155
3.6027932167053223,M3,10,FWD,-0.005382089429901872
3.7028582096099854,M3,10,FWD,0.0
3.8029234409332275,M3,10,FWD,0.005382076606365691
3.9029996395111084,M3,10,FWD,-0.005381486789751294
4.0030834674835205,M3,10,FWD,0.0
4.1031599044799805,M3,10,FWD,0.005381473969086686
4.2032554149627686,M3,10,FWD,-0.005380448513802234
4.303344488143921,M3,10,FWD,0.005380794561266938
4.403413534164429,M3,10,FWD,-0.0053818714380970785
4.503490447998047,M3,10,FWD,0.0
4.603556394577026,M3,10,FWD,0.0053820381361237854
4.703623056411743,M3,10,FWD,0.0
4.803686857223511,M3,10,FWD,0.0
4.9037559032440186,M3,10,FWD,0.0
9.799003601074219e-05,M3,-10,REV,0.0
0.10018348693847656,M3,-10,REV,-0.005380986829092963
0.20026874542236328,M3,-10,REV,0.005380999647436577
0.30034804344177246,M3,-10,REV,0.0
0.40041661262512207,M3,-10,REV,-0.005381897083275212
0.5004863739013672,M3,-10,REV,0.005381832970788128
0.6005523204803467,M3,-10,REV,0.0
0.7006173133850098,M3,-10,REV,-0.005382089429901872
0.8006832599639893,M3,-10,REV,0.0053820381361237854
0.9007554054260254,M3,-10,REV,0.0
1.0008234977722168,M3,-10,REV,0.0
1.1008915901184082,M3,-10,REV,0.0
1.20096755027771,M3,-10,REV,0.0
1.3010401725769043,M3,-10,REV,0.0
1.4011201858520508,M3,-10,REV,-0.0053812816664477485
1.5011982917785645,M3,-10,REV,0.00538138422614484
1.6012723445892334,M3,-10,REV,0.0
1.7013418674468994,M3,-10,REV,0.0
1.8014121055603027,M3,-10,REV,-0.005381807326220992
1.901484489440918,M3,-10,REV,0.0
2.001561403274536,M3,-10,REV,0.0053814483279407315
2.1016621589660645,M3,-10,REV,-0.005380166582108751
2.2017531394958496,M3,-10,REV,0.0
2.301835298538208,M3,-10,REV,0.0053811662914611536
2.4019079208374023,M3,-10,REV,-0.005381679107051129
2.5019755363464355,M3,-10,REV,0.0053819483743647
2.602041721343994,M3,-10,REV,0.0
2.7021067142486572,M3,-10,REV,0.0
2.802171230316162,M3,-10,REV,-0.005382115077157561
2.9022367000579834,M3,-10,REV,0.0
3.0023107528686523,M3,-10,REV,0.0
3.1023905277252197,M3,-10,REV,0.005381294486196099
3.2024800777435303,M3,-10,REV,0.0
3.302563428878784,M3,-10,REV,0.0
3.402635097503662,M3,-10,REV,-0.005381730393985923
3.502704381942749,M3,-10,REV,0.0
3.6027474403381348,M3,-10,REV,0.0
3.7028238773345947,M3,-10,REV,0.0
3.802896499633789,M3,-10,REV,0.0
3.902967691421509,M3,-10,REV,0.0
4.003036737442017,M3,-10,REV,0.0
4.103111267089844,M3,-10,REV,0.005381576536114017
4.203207731246948,M3,-10,REV,-0.005380397251296594
4.303285598754883,M3,-10,REV,0.0
4.403351306915283,M3,-10,REV,0.0
4.5034191608428955,M3,-10,REV,0.0
4.603487730026245,M3,-10,REV,0.005381897083275212
4.703554630279541,M3,-10,REV,-0.0053819868433233956
4.8036205768585205,M3,-10,REV,0.0
4.903688192367554,M3,-10,REV,0.0053819483743647
9.5367431640625e-05,M4,10,FWD,0.0
0.10018563270568848,M4,10,FWD,0.09685314855080739
0.20028138160705566,M4,10,FWD,0.17755437803678017
0.3003652095794678,M4,10,FWD,0.226005215468792
0.4004385471343994,M4,10,FWD,0.20988398505716926
0.5005059242248535,M4,10,FWD,0.18298668070785418
0.6005537509918213,M4,10,FWD,0.11842628347276137
0.700631856918335,M4,10,FWD,0.06457661071373809
0.8007071018218994,M4,10,FWD,0.059196918803226625
0.9007766246795654,M4,10,FWD,0.07534584110428684
1.0008454322814941,M4,10,FWD,0.016145652781966786
1.100921630859375,M4,10,FWD,0.02690743394875647
1.2010061740875244,M4,10,FWD,0.04304830482267076
1.301086187362671,M4,10,FWD,0.053812816664477486
1.4011564254760742,M4,10,FWD,0.026909036631104957
1.5012271404266357,M4,10,FWD,-0.01614534504569474
1.6013147830963135,M4,10,FWD,0.0484278432007369
1.7013916969299316,M4,10,FWD,0.010762896655881463
1.8014585971832275,M4,10,FWD,-0.026909934216616978
1.9015285968780518,M4,10,FWD,0.04843638133626609
2.0015981197357178,M4,10,FWD,0.010763691586326691
2.1016719341278076,M4,10,FWD,0.02690807499878622
2.2017500400543213,M4,10,FWD,0.0
2.301828622817993,M4,10,FWD,0.010762717171708146
2.4019007682800293,M4,10,FWD,0.04843534275356703
2.501967430114746,M4,10,FWD,0.005381999666431835
2.602032423019409,M4,10,FWD,0.04843880486911685
2.7020978927612305,M4,10,FWD,0.05920270161179677
2.802163600921631,M4,10,FWD,0.04843845863528982
2.9022281169891357,M4,10,FWD,-0.021528460308630246
3.00229549407959,M4,10,FWD,0.010763922394579656
3.1023712158203125,M4,10,FWD,0.0
3.2024638652801514,M4,10,FWD,-0.04842542076462225
3.3025431632995605,M4,10,FWD,0.037669240881132306
3.4026143550872803,M4,10,FWD,0.0
3.5026819705963135,M4,10,FWD,0.0107638967487294
3.602750301361084,M4,10,FWD,-0.021527639623823727
3.7028181552886963,M4,10,FWD,0.0
3.802882671356201,M4,10,FWD,-0.021528460308630246
3.902947187423706,M4,10,FWD,0.010764230154315123
4.0030293464660645,M4,10,FWD,0.010762332582922307
4.103137969970703,M4,10,FWD,-0.06455692487955604
4.203233957290649,M4,10,FWD,-0.15065184070796475
4.3033177852630615,M4,10,FWD,0.06457291870536915
4.403395175933838,M4,10,FWD,0.15067983523709536
4.503466606140137,M4,10,FWD,-0.053817432158723595
4.603544235229492,M4,10,FWD,-0.36055446106755606
4.70361065864563,M4,10,FWD,-0.2744826369696704
4.80368447303772,M4,10,FWD,-0.18835652499150354
4.903761386871338,M4,10,FWD,0.021525793311762926
9.655952453613281e-05,M4,-10,REV,0.0
0.10019111633300781,M4,-10,REV,-0.03766349844099293
0.20028066635131836,M4,-10,REV,-0.11837691638508817
0.30036258697509766,M4,-10,REV,-0.1829600897624331
0.40042924880981445,M4,-10,REV,-0.22066198632370526
0.500495195388794,M4,-10,REV,-0.2637198686700655
0.6005597114562988,M4,-10,REV,-0.21528460308630246
0.700624942779541,M4,-10,REV,-0.1453160683718736
0.8006894588470459,M4,-10,REV,-0.16684556739188441
0.9007663726806641,M4,-10,REV,-0.16144344983822193
1.000847339630127,M4,-10,REV,-0.10762460776130288
1.1009573936462402,M4,-10,REV,-0.252844342735539
1.2010445594787598,M4,-10,REV,0.12914153045754256
1.30112624168396,M4,-10,REV,-0.06995549508895373
1.401224136352539,M4,-10,REV,-0.2205931347341549
1.5012917518615723,M4,-10,REV,0.2206598833489527
1.6013579368591309,M4,-10,REV,-0.18837088594912108
1.7014245986938477,M4,-10,REV,0.15607799032652322
1.8014941215515137,M4,-10,REV,-0.0968732242769402
1.901566505432129,M4,-10,REV,-0.005381691928693186
2.001645565032959,M4,-10,REV,0.17758398721165206
2.1017398834228516,M4,-10,REV,0.11837127705277502
2.2018392086029053,M4,-10,REV,0.0914641389838865
2.301924228668213,M4,-10,REV,-0.08071518698761893
2.401991128921509,M4,-10,REV,-0.016145960529970187
2.5020573139190674,M4,-10,REV,-0.02152810125132812
2.6021227836608887,M4,-10,REV,-0.069966829177578
2.7021892070770264,M4,-10,REV,-0.0807301873440207
2.8022632598876953,M4,-10,REV,-0.07534243049874442
2.9023358821868896,M4,-10,REV,-0.03229007464230678
3.0024070739746094,M4,-10,REV,-0.0753445845294785
3.1024787425994873,M4,-10,REV,-0.12377979906167623
3.2025513648986816,M4,-10,REV,-0.09687022392692031
3.302628993988037,M4,-10,REV,-0.09686537760023894
3.4027018547058105,M4,-10,REV,-0.10225165942393315
3.50276780128479,M4,-10,REV,-0.13993299153921843
3.6028337478637695,M4,-10,REV,-0.11840483899472329
3.70290207862854,M4,-10,REV,-0.0699648287774271
3.802966356277466,M4,-10,REV,-0.10764255801754137
3.903031587600708,M4,-10,REV,-0.05920284267002259
4.003099679946899,M4,-10,REV,-0.08611076365916404
4.103176116943359,M4,-10,REV,-0.03228884381452012
4.203248500823975,M4,-10,REV,-0.09148876278778416
4.3033201694488525,M4,-10,REV,-0.08072595590978884
4.403387069702148,M4,-10,REV,-0.0968757631798211
4.503451347351074,M4,-10,REV,-0.0699676627114019
4.603516101837158,M4,-10,REV,-0.03767471577449414
4.703581094741821,M4,-10,REV,-0.06458507315882248
4.803648233413696,M4,-10,REV,-0.07534763628386484
4.903718948364258,M4,-10,REV,-0.026908908409491235
